PatternCC P23,PatternCC_low P23,PatternCC_high P23,PatternCC P67,PatternCC_low P67,PatternCC _high P67,RelAmp P23,RelAmp_low P23,RelAmp_high P23,RelAmp P67,RelAmp_low P67,RelAmp_high P67
0.13857532005157033,0.029584449913754498,0.2487994130452183,0.19061241562109607,0.04117997035618519,0.338791452555439,1.1287213135505172,0.98277872302531,1.2887479122194625,0.967122986033731,0.8373760319630078,1.1060612580438747
0.1302252271035117,0.006655479412580399,0.2561781090987735,0.17949529179388746,0.04128175585697003,0.3166662152915683,1.0986398027341262,0.9732797162615481,1.233677084582019,0.9261316456732877,0.7875147174368409,1.0702530975352316
0.07222595217085315,-0.05076645273519666,0.1850128744653319,0.13603737032126936,-0.008552097360153783,0.29919337045974986,1.0454778021949849,0.933296227445809,1.1639979303418735,0.93274492493064,0.7630291313159705,1.1137624938357131
-0.0015768897904336627,-0.1272531226818858,0.11027653423069682,0.11546124471529252,-0.03529327572550725,0.2870961415831857,1.0109633388594261,0.9055576050150013,1.119800173368548,0.9682189176942005,0.7834107591656833,1.1478909076030548
-0.0006011892430733902,-0.12656740253353907,0.12562000653827574,0.04141715265024098,-0.10849927809176492,0.20377500488312233,0.99862779311562,0.9021329525819329,1.105150569575642,0.908905621046204,0.7607794104285586,1.052773294204359
0.05299507934202304,-0.08023919359948183,0.18770934926320695,-0.06200514140427171,-0.21517144899709512,0.08868068748592761,1.001165273931636,0.8959110479854502,1.1153905109545532,0.9108589136010671,0.7941654313186643,1.0325544410109266
0.059259550095841454,-0.08229474401629792,0.1936401950828213,-0.07692776694726085,-0.22156298842148728,0.05866130885672215,1.0464798127800887,0.9381522953581479,1.1632634164793463,0.9501384481626872,0.8616473998069927,1.0476988781711905
-0.005865198883242227,-0.15321072192285773,0.12886861649286122,-0.023264008990126872,-0.161515598219292,0.10984348245011166,1.0721911152134007,0.9443114935918798,1.2008159904217195,1.0048389893413414,0.8679965298870775,1.1572320137734913
-0.016722501838220848,-0.16642834550609742,0.14535853476200356,-0.029027827074777246,-0.17321236002577822,0.11178596237019667,1.0682472768622606,0.9485224596487516,1.1879220682811298,1.029637806376395,0.8720196562530601,1.18952358273324
-0.04902299203973395,-0.20000973869583943,0.1153278240984862,-0.03313977435625167,-0.18649208889500177,0.12270474503848017,1.0594708611479928,0.9711933986393765,1.1478983468728945,1.0355608053147451,0.9090622224516447,1.160570973290403
