,8-1,2-3,4-5,6-7
eke850,-0.26352623105049133,-0.5007123351097107,0.4461385905742645,0.5698865652084351
z500,-0.08087123185396194,-0.23468740284442902,0.17458046972751617,0.7981194853782654
